listing_id,high,medium,low
7202273,0.0,0.0,1.0
7161696,0.14,0.32,0.54
7225795,0.02,0.06,0.92
7095668,0.0,0.04,0.96
7234386,0.14,0.3,0.56
7230215,0.16,0.5,0.34
7127331,0.04,0.32,0.64
7167945,0.04,0.16,0.8
7190799,0.14,0.4,0.46
7120422,0.06,0.12,0.82
7220083,0.0,0.02,0.98
7103388,0.02,0.14,0.84
7163634,0.22,0.34,0.44
7124748,0.34,0.46,0.2
7220833,0.02,0.34,0.64
7214952,0.06,0.22,0.72
7116891,0.06,0.18,0.76
7137270,0.02,0.46,0.52
7137935,0.04,0.18,0.78
7150092,0.02,0.14,0.84
7144140,0.04,0.22,0.74
7100389,0.08,0.36,0.56
7221077,0.04,0.3,0.66
7219078,0.08,0.26,0.66
7095541,0.0,0.02,0.98
7203328,0.16,0.44,0.4
7087981,0.08,0.44,0.48
7229492,0.02,0.18,0.8
7206615,0.0,0.06,0.94
7120758,0.04,0.32,0.64
7107623,0.0,0.22,0.78
7136685,0.04,0.18,0.78
7146873,0.12,0.3,0.58
7173496,0.14,0.46,0.4
7223131,0.14,0.4,0.46
7126261,0.16,0.58,0.26
7153662,0.0,0.0,1.0
7096174,0.22,0.26,0.52
7169773,0.0,0.0,1.0
7166336,0.0,0.0,1.0
7214496,0.02,0.26,0.72
7132195,0.04,0.28,0.68
7105198,0.14,0.24,0.62
7105648,0.02,0.24,0.74
7112992,0.02,0.16,0.82
7192198,0.08,0.3,0.62
7105389,0.28,0.52,0.2
7120917,0.04,0.22,0.74
7136806,0.14,0.24,0.62
7109319,0.08,0.22,0.7
7115282,0.02,0.26,0.72
7146676,0.1,0.12,0.78
7215893,0.0,0.0,1.0
7165629,0.08,0.34,0.58
7219540,0.12,0.2,0.68
7136465,0.02,0.16,0.82
7232225,0.04,0.26,0.7
7105202,0.14,0.36,0.5
7126430,0.02,0.26,0.72
7111867,0.0,0.0,1.0
7146798,0.0,0.0,1.0
7092134,0.06,0.5,0.44
7156595,0.1,0.48,0.42
7230524,0.1,0.2,0.7
7096089,0.0,0.06,0.94
7204276,0.04,0.42,0.54
7187503,0.0,0.1,0.9
7157119,0.04,0.26,0.7
7205310,0.0,0.0,1.0
7116785,0.22,0.38,0.4
7220345,0.0,0.04,0.96
7213335,0.0,0.04,0.96
7226774,0.12,0.42,0.46
7139673,0.0,0.04,0.96
7158994,0.22,0.3,0.48
7233238,0.04,0.38,0.58
7139917,0.06,0.38,0.56
7141300,0.08,0.32,0.6
7145411,0.1,0.26,0.64
7207430,0.0,0.02,0.98
7125901,0.0,0.0,1.0
7148635,0.02,0.14,0.84
7190493,0.0,0.1,0.9
7183609,0.12,0.42,0.46
7105489,0.08,0.28,0.64
7199702,0.08,0.3,0.62
7232177,0.0,0.0,1.0
7699396,0.08,0.3,0.62
7187542,0.0,0.08,0.92
7203495,0.12,0.26,0.62
7154804,0.08,0.4,0.52
7213096,0.0,0.0,1.0
7229112,0.0,0.06,0.94
7195985,0.14,0.3,0.56
7128989,0.26,0.34,0.4
7201340,0.18,0.44,0.38
7160416,0.18,0.36,0.46
7145487,0.02,0.14,0.84
7132045,0.0,0.18,0.82
7127946,0.14,0.46,0.4
7164531,0.02,0.24,0.74
7221942,0.18,0.36,0.46
7192439,0.0,0.1,0.9
7140922,0.12,0.38,0.5
7181426,0.2,0.4,0.4
7088015,0.0,0.04,0.96
7162106,0.14,0.34,0.52
7138311,0.0,0.0,1.0
7188806,0.06,0.2,0.74
7164370,0.02,0.2,0.78
7162259,0.0,0.18,0.82
7131606,0.22,0.56,0.22
7204441,0.1,0.3,0.6
7189092,0.0,0.02,0.98
7119739,0.02,0.22,0.76
7099579,0.1,0.36,0.54
7164940,0.04,0.26,0.7
7091677,0.14,0.48,0.38
7159173,0.06,0.26,0.68
7144584,0.0,0.0,1.0
7170465,0.06,0.16,0.78
7145105,0.0,0.16,0.84
7174989,0.0,0.12,0.88
7187660,0.0,0.16,0.84
7101204,0.0,0.0,1.0
7174250,0.12,0.44,0.44
7206561,0.02,0.06,0.92
7168239,0.0,0.0,1.0
7115466,0.12,0.54,0.34
7150492,0.42,0.16,0.42
7200687,0.36,0.44,0.2
7118336,0.02,0.2,0.78
7113766,0.08,0.36,0.56
7234398,0.14,0.18,0.68
7219996,0.02,0.02,0.96
7166766,0.08,0.42,0.5
7168961,0.06,0.26,0.68
7091303,0.08,0.2,0.72
7113377,0.2,0.42,0.38
7116917,0.32,0.46,0.22
7157778,0.04,0.18,0.78
7143672,0.02,0.2,0.78
7185468,0.16,0.36,0.48
7209367,0.22,0.5,0.28
7131313,0.02,0.2,0.78
7090615,0.02,0.16,0.82
7119653,0.04,0.06,0.9
7214357,0.0,0.1,0.9
7190958,0.5,0.4,0.1
7185090,0.0,0.26,0.74
7106402,0.0,0.0,1.0
7091710,0.08,0.42,0.5
7229732,0.06,0.2,0.74
7191894,0.14,0.38,0.48
7110757,0.06,0.28,0.66
7099217,0.1,0.26,0.64
7225712,0.0,0.06,0.94
7168382,0.02,0.04,0.94
7233700,0.0,0.22,0.78
7194838,0.1,0.28,0.62
7087718,0.34,0.4,0.26
7176108,0.2,0.22,0.58
7208072,0.12,0.18,0.7
7223233,0.12,0.44,0.44
7142533,0.02,0.14,0.84
7102561,0.08,0.3,0.62
7151758,0.04,0.2,0.76
7155462,0.02,0.22,0.76
7192662,0.2,0.56,0.24
7158810,0.08,0.28,0.64
7170591,0.22,0.56,0.22
7300648,0.16,0.5,0.34
7147363,0.58,0.26,0.16
7099751,0.28,0.52,0.2
7210590,0.02,0.44,0.54
7153703,0.0,0.0,1.0
7204272,0.06,0.3,0.64
7121308,0.1,0.24,0.66
7168526,0.06,0.42,0.52
7114682,0.02,0.14,0.84
7223738,0.0,0.02,0.98
7134558,0.08,0.26,0.66
7226520,0.0,0.06,0.94
7112715,0.0,0.24,0.76
7087774,0.0,0.02,0.98
7161513,0.02,0.24,0.74
7179526,0.02,0.0,0.98
7224031,0.08,0.38,0.54
7207741,0.02,0.24,0.74
7106492,0.0,0.0,1.0
7158913,0.18,0.34,0.48
7173462,0.36,0.42,0.22
7200621,0.1,0.4,0.5
7187028,0.18,0.26,0.56
7125363,0.02,0.18,0.8
7130366,0.0,0.06,0.94
7139958,0.02,0.0,0.98
7208769,0.02,0.18,0.8
7103416,0.02,0.28,0.7
7090765,0.0,0.02,0.98
7117601,0.2,0.42,0.38
7137984,0.02,0.1,0.88
7100838,0.0,0.0,1.0
7144427,0.12,0.26,0.62
7135068,0.0,0.26,0.74
7202577,0.0,0.0,1.0
7156817,0.02,0.22,0.76
7137239,0.02,0.22,0.76
7206216,0.08,0.18,0.74
7110900,0.18,0.38,0.44
7214414,0.02,0.34,0.64
7130424,0.12,0.4,0.48
7152362,0.0,0.24,0.76
7088531,0.02,0.2,0.78
7168341,0.12,0.06,0.82
7159381,0.08,0.22,0.7
7164902,0.16,0.36,0.48
7124373,0.0,0.02,0.98
7230906,0.1,0.42,0.48
7184708,0.2,0.4,0.4
7193065,0.08,0.32,0.6
7166642,0.04,0.1,0.86
7224785,0.1,0.22,0.68
7119275,0.08,0.28,0.64
7157285,0.06,0.32,0.62
7217806,0.08,0.16,0.76
7091219,0.14,0.46,0.4
7135976,0.02,0.24,0.74
7201922,0.1,0.34,0.56
7170059,0.04,0.5,0.46
7129328,0.0,0.2,0.8
7160501,0.02,0.2,0.78
7167754,0.0,0.14,0.86
7215169,0.0,0.14,0.86
7130741,0.0,0.0,1.0
7157915,0.2,0.34,0.46
7153893,0.0,0.0,1.0
7175290,0.12,0.42,0.46
7222894,0.0,0.04,0.96
7143730,0.02,0.02,0.96
7127900,0.0,0.0,1.0
7096090,0.02,0.04,0.94
7143025,0.2,0.62,0.18
7117553,0.0,0.1,0.9
7185559,0.1,0.3,0.6
7232795,0.04,0.46,0.5
7095707,0.0,0.06,0.94
7198777,0.06,0.6,0.34
7123382,0.08,0.1,0.82
7158186,0.08,0.32,0.6
7126821,0.28,0.46,0.26
7171981,0.06,0.34,0.6
7147974,0.36,0.38,0.26
7090493,0.08,0.4,0.52
7092218,0.32,0.5,0.18
7088124,0.0,0.24,0.76
7187536,0.0,0.0,1.0
7088568,0.0,0.0,1.0
7166833,0.0,0.0,1.0
7088798,0.1,0.32,0.58
7204708,0.02,0.1,0.88
7103044,0.0,0.2,0.8
7194049,0.04,0.34,0.62
7169942,0.04,0.34,0.62
7170318,0.22,0.5,0.28
7165386,0.06,0.34,0.6
7206346,0.12,0.22,0.66
7208337,0.08,0.24,0.68
7140820,0.2,0.44,0.36
7194486,0.1,0.38,0.52
7105614,0.04,0.32,0.64
7178265,0.14,0.34,0.52
7439407,0.0,0.0,1.0
7135550,0.0,0.0,1.0
7092435,0.02,0.06,0.92
7189120,0.06,0.34,0.6
7127815,0.0,0.02,0.98
7099446,0.02,0.24,0.74
7123391,0.04,0.1,0.86
7227520,0.32,0.3,0.38
7141615,0.08,0.4,0.52
7185499,0.22,0.24,0.54
7150727,0.02,0.16,0.82
7115250,0.04,0.14,0.82
7182954,0.22,0.34,0.44
7212945,0.02,0.42,0.56
7214737,0.0,0.22,0.78
7162022,0.0,0.22,0.78
7184817,0.06,0.22,0.72
7126169,0.02,0.46,0.52
7218092,0.02,0.14,0.84
7130017,0.42,0.44,0.14
7158870,0.16,0.2,0.64
7185260,0.02,0.22,0.76
7133320,0.0,0.0,1.0
7134086,0.0,0.08,0.92
7115154,0.02,0.0,0.98
7223279,0.0,0.28,0.72
7135324,0.02,0.1,0.88
7140186,0.04,0.02,0.94
7208829,0.0,0.12,0.88
7195591,0.22,0.36,0.42
7132576,0.04,0.28,0.68
7128756,0.0,0.0,1.0
7124104,0.2,0.4,0.4
7096061,0.0,0.04,0.96
7152668,0.24,0.44,0.32
7146106,0.02,0.2,0.78
7162304,0.02,0.28,0.7
7138891,0.0,0.04,0.96
7145131,0.0,0.06,0.94
7109739,0.02,0.22,0.76
7121138,0.04,0.32,0.64
7119893,0.02,0.22,0.76
7180107,0.04,0.36,0.6
7197581,0.0,0.02,0.98
7146503,0.0,0.06,0.94
7165066,0.08,0.4,0.52
7126403,0.1,0.48,0.42
7152179,0.1,0.28,0.62
7113375,0.4,0.3,0.3
7228553,0.0,0.0,1.0
7200224,0.14,0.52,0.34
7111118,0.04,0.24,0.72
7159977,0.1,0.28,0.62
7156707,0.12,0.5,0.38
7101317,0.0,0.04,0.96
7225762,0.0,0.46,0.54
7208269,0.06,0.38,0.56
7093542,0.0,0.36,0.64
7165907,0.0,0.0,1.0
7170729,0.08,0.54,0.38
7132997,0.26,0.5,0.24
7118099,0.0,0.04,0.96
7091365,0.06,0.36,0.58
7140656,0.12,0.32,0.56
7158052,0.0,0.02,0.98
7099910,0.02,0.18,0.8
7150580,0.16,0.44,0.4
7098239,0.08,0.4,0.52
7197078,0.22,0.5,0.28
7162719,0.04,0.22,0.74
7211853,0.0,0.24,0.76
7097605,0.06,0.32,0.62
7101194,0.0,0.02,0.98
7133240,0.26,0.2,0.54
7108891,0.02,0.02,0.96
7117383,0.0,0.0,1.0
7093570,0.36,0.34,0.3
7227943,0.0,0.04,0.96
7188441,0.0,0.1,0.9
7123083,0.06,0.28,0.66
7200547,0.0,0.38,0.62
7112964,0.0,0.36,0.64
7196283,0.06,0.14,0.8
7122998,0.0,0.06,0.94
7143211,0.1,0.64,0.26
7096958,0.0,0.02,0.98
7212066,0.22,0.22,0.56
7224977,0.0,0.08,0.92
7164077,0.1,0.34,0.56
7189663,0.02,0.14,0.84
7191992,0.1,0.26,0.64
7096628,0.0,0.12,0.88
7128513,0.06,0.42,0.52
7145258,0.0,0.1,0.9
7121447,0.0,0.24,0.76
7175233,0.0,0.12,0.88
7214718,0.06,0.3,0.64
7097227,0.22,0.38,0.4
7129717,0.14,0.5,0.36
7213268,0.0,0.0,1.0
7215152,0.0,0.0,1.0
7116433,0.0,0.16,0.84
7134839,0.04,0.36,0.6
7132340,0.04,0.18,0.78
7178261,0.04,0.26,0.7
7110722,0.14,0.54,0.32
7117144,0.0,0.02,0.98
7105336,0.04,0.2,0.76
7099855,0.18,0.5,0.32
7230152,0.0,0.0,1.0
7231519,0.0,0.1,0.9
7145921,0.46,0.28,0.26
7110847,0.0,0.46,0.54
7112314,0.0,0.04,0.96
7104891,0.0,0.34,0.66
7172700,0.22,0.38,0.4
7200298,0.04,0.34,0.62
7171498,0.12,0.48,0.4
7154611,0.02,0.38,0.6
7527148,0.0,0.14,0.86
7157154,0.1,0.24,0.66
7137663,0.02,0.14,0.84
7195515,0.0,0.16,0.84
7217169,0.32,0.42,0.26
7209350,0.2,0.56,0.24
7163306,0.1,0.28,0.62
7197474,0.0,0.18,0.82
7231004,0.0,0.0,1.0
7159380,0.08,0.16,0.76
7123572,0.02,0.12,0.86
7191368,0.1,0.42,0.48
7152555,0.0,0.06,0.94
7216308,0.12,0.4,0.48
7089607,0.02,0.36,0.62
7146576,0.0,0.12,0.88
7226283,0.1,0.22,0.68
7154617,0.0,0.16,0.84
7155290,0.0,0.02,0.98
7088441,0.0,0.02,0.98
7193312,0.04,0.26,0.7
7221535,0.0,0.2,0.8
7142402,0.0,0.0,1.0
7135382,0.12,0.44,0.44
7152982,0.0,0.04,0.96
7158841,0.14,0.2,0.66
7106533,0.0,0.08,0.92
7112395,0.1,0.22,0.68
7154174,0.04,0.3,0.66
7091023,0.0,0.0,1.0
7135662,0.02,0.04,0.94
7116134,0.06,0.1,0.84
7234345,0.02,0.06,0.92
7193206,0.0,0.32,0.68
7216912,0.04,0.18,0.78
7095936,0.0,0.06,0.94
7093169,0.24,0.44,0.32
7144609,0.0,0.12,0.88
7167712,0.18,0.34,0.48
7231483,0.0,0.02,0.98
7206594,0.12,0.34,0.54
7202822,0.0,0.0,1.0
7225587,0.14,0.44,0.42
7123487,0.0,0.12,0.88
7211664,0.04,0.5,0.46
7222295,0.1,0.16,0.74
7158858,0.04,0.22,0.74
7167084,0.02,0.14,0.84
7147023,0.0,0.0,1.0
7151465,0.2,0.42,0.38
7222897,0.0,0.0,1.0
7141466,0.06,0.32,0.62
7151245,0.4,0.38,0.22
7092884,0.14,0.34,0.52
7180533,0.02,0.1,0.88
7098208,0.0,0.16,0.84
7205075,0.0,0.02,0.98
7219170,0.0,0.02,0.98
7114428,0.0,0.0,1.0
7167998,0.08,0.28,0.64
7201569,0.08,0.36,0.56
7195872,0.06,0.38,0.56
7116018,0.0,0.08,0.92
7134452,0.16,0.36,0.48
7126258,0.08,0.3,0.62
7159955,0.0,0.04,0.96
7202040,0.22,0.32,0.46
7138245,0.0,0.0,1.0
7131617,0.08,0.34,0.58
7092359,0.14,0.34,0.52
7171511,0.04,0.2,0.76
7221698,0.14,0.6,0.26
7156581,0.14,0.34,0.52
7192499,0.0,0.26,0.74
7135284,0.0,0.02,0.98
7171847,0.02,0.16,0.82
7222777,0.0,0.0,1.0
7171334,0.14,0.34,0.52
7171255,0.2,0.48,0.32
7177354,0.24,0.5,0.26
7168405,0.1,0.36,0.54
7092661,0.12,0.42,0.46
7099405,0.36,0.32,0.32
7137567,0.04,0.24,0.72
7197379,0.18,0.38,0.44
7211473,0.0,0.2,0.8
7206690,0.02,0.22,0.76
7168685,0.0,0.18,0.82
7186108,0.08,0.26,0.66
7233078,0.12,0.44,0.44
7193452,0.0,0.02,0.98
7092293,0.1,0.52,0.38
7154744,0.0,0.12,0.88
7177795,0.26,0.34,0.4
7217396,0.0,0.0,1.0
7099774,0.08,0.3,0.62
7151829,0.08,0.22,0.7
7218278,0.02,0.18,0.8
7096347,0.16,0.3,0.54
7091265,0.1,0.24,0.66
7096577,0.08,0.38,0.54
7205100,0.04,0.38,0.58
7172104,0.26,0.48,0.26
7226090,0.0,0.04,0.96
7120664,0.06,0.28,0.66
7148368,0.14,0.3,0.56
7139805,0.02,0.36,0.62
7114148,0.04,0.24,0.72
7233179,0.0,0.34,0.66
7188271,0.02,0.2,0.78
7207487,0.0,0.2,0.8
7156246,0.0,0.02,0.98
7149549,0.16,0.52,0.32
7167990,0.0,0.12,0.88
7173161,0.28,0.52,0.2
7104485,0.04,0.32,0.64
7105791,0.14,0.26,0.6
7531296,0.0,0.06,0.94
7202274,0.0,0.08,0.92
7233364,0.22,0.42,0.36
7127434,0.1,0.18,0.72
7208396,0.22,0.52,0.26
7223730,0.02,0.12,0.86
7104340,0.06,0.38,0.56
7110181,0.04,0.36,0.6
7148577,0.46,0.38,0.16
7104852,0.14,0.56,0.3
7147973,0.12,0.48,0.4
7230600,0.1,0.6,0.3
7103439,0.1,0.36,0.54
7106684,0.0,0.0,1.0
7172862,0.26,0.5,0.24
7217259,0.18,0.38,0.44
7190422,0.06,0.32,0.62
7221374,0.0,0.24,0.76
7117955,0.0,0.14,0.86
7091822,0.24,0.44,0.32
7099429,0.22,0.3,0.48
7225137,0.0,0.2,0.8
7189025,0.12,0.1,0.78
7219275,0.0,0.0,1.0
7153520,0.0,0.06,0.94
7192282,0.0,0.12,0.88
7088595,0.04,0.16,0.8
7197846,0.0,0.32,0.68
7120180,0.0,0.06,0.94
7144013,0.1,0.26,0.64
7113436,0.0,0.18,0.82
7212820,0.0,0.0,1.0
7233632,0.06,0.48,0.46
7221200,0.04,0.22,0.74
7193850,0.14,0.42,0.44
7092400,0.1,0.56,0.34
7128092,0.0,0.06,0.94
7217251,0.0,0.18,0.82
7088785,0.02,0.24,0.74
7147934,0.12,0.2,0.68
7221104,0.0,0.04,0.96
7203206,0.0,0.02,0.98
7178893,0.32,0.34,0.34
7211284,0.02,0.1,0.88
7125082,0.24,0.38,0.38
7191721,0.0,0.16,0.84
7187910,0.0,0.02,0.98
7163421,0.48,0.42,0.1
7150362,0.32,0.32,0.36
7113660,0.06,0.3,0.64
7205449,0.02,0.16,0.82
7186820,0.0,0.02,0.98
7154953,0.02,0.22,0.76
7089228,0.02,0.08,0.9
7225949,0.0,0.22,0.78
7225322,0.0,0.0,1.0
7131075,0.0,0.16,0.84
7145425,0.02,0.08,0.9
7165451,0.12,0.3,0.58
7191035,0.1,0.3,0.6
7197044,0.2,0.3,0.5
7127025,0.14,0.46,0.4
7109816,0.0,0.0,1.0
7088438,0.04,0.24,0.72
7134934,0.12,0.34,0.54
7217599,0.0,0.02,0.98
7090031,0.02,0.18,0.8
7122850,0.04,0.04,0.92
7165350,0.08,0.28,0.64
7169085,0.0,0.12,0.88
7201913,0.42,0.36,0.22
7142216,0.4,0.44,0.16
7174710,0.0,0.12,0.88
7201682,0.0,0.14,0.86
7129030,0.14,0.34,0.52
7136708,0.04,0.44,0.52
7178419,0.22,0.4,0.38
7227605,0.12,0.4,0.48
7191193,0.02,0.3,0.68
7144258,0.18,0.48,0.34
7095466,0.0,0.0,1.0
7148072,0.38,0.3,0.32
7097228,0.0,0.04,0.96
7109367,0.18,0.5,0.32
7202684,0.0,0.04,0.96
7220631,0.04,0.38,0.58
7110146,0.0,0.06,0.94
7098241,0.0,0.04,0.96
7200112,0.1,0.18,0.72
7187754,0.0,0.04,0.96
7218993,0.2,0.3,0.5
7192779,0.0,0.0,1.0
7138028,0.22,0.36,0.42
7178878,0.2,0.5,0.3
7099172,0.1,0.5,0.4
7167686,0.16,0.58,0.26
7135844,0.0,0.02,0.98
7172768,0.02,0.04,0.94
7104478,0.04,0.16,0.8
7132515,0.02,0.34,0.64
7132970,0.24,0.28,0.48
7184801,0.06,0.2,0.74
7132435,0.14,0.44,0.42
7208908,0.0,0.08,0.92
7135878,0.04,0.34,0.62
7228219,0.0,0.0,1.0
7111077,0.22,0.48,0.3
7162784,0.02,0.08,0.9
7199026,0.0,0.2,0.8
7105189,0.02,0.28,0.7
7112371,0.02,0.06,0.92
7116660,0.0,0.14,0.86
7216129,0.22,0.5,0.28
7162793,0.02,0.14,0.84
7170553,0.06,0.42,0.52
7139650,0.14,0.42,0.44
7178393,0.04,0.3,0.66
7152151,0.06,0.2,0.74
7133679,0.0,0.0,1.0
7127494,0.1,0.38,0.52
7180433,0.06,0.14,0.8
7171191,0.06,0.5,0.44
7161656,0.0,0.04,0.96
7226877,0.14,0.34,0.52
7090292,0.04,0.32,0.64
7094544,0.2,0.32,0.48
7094910,0.0,0.12,0.88
7121351,0.02,0.16,0.82
7179855,0.04,0.36,0.6
7195199,0.0,0.02,0.98
7102722,0.16,0.44,0.4
7227118,0.36,0.46,0.18
7129556,0.0,0.22,0.78
7098600,0.34,0.4,0.26
7194252,0.0,0.3,0.7
7214562,0.04,0.3,0.66
7180208,0.18,0.22,0.6
7103373,0.06,0.22,0.72
7095100,0.0,0.0,1.0
7218881,0.0,0.04,0.96
7146922,0.0,0.06,0.94
7219365,0.02,0.26,0.72
7125512,0.14,0.52,0.34
7164149,0.02,0.14,0.84
7160514,0.16,0.42,0.42
7179227,0.12,0.36,0.52
7203874,0.02,0.18,0.8
7223482,0.0,0.1,0.9
7141700,0.0,0.08,0.92
7133658,0.04,0.0,0.96
7096062,0.0,0.3,0.7
7154891,0.06,0.26,0.68
7090131,0.08,0.28,0.64
7209280,0.06,0.28,0.66
7229630,0.04,0.26,0.7
7229150,0.06,0.26,0.68
7160090,0.12,0.2,0.68
7114787,0.02,0.06,0.92
7225088,0.06,0.18,0.76
7120832,0.0,0.1,0.9
7199355,0.0,0.14,0.86
7203330,0.12,0.26,0.62
7217357,0.16,0.36,0.48
7136308,0.28,0.5,0.22
7212079,0.22,0.58,0.2
7104717,0.08,0.68,0.24
7106879,0.02,0.08,0.9
7195303,0.0,0.0,1.0
7220712,0.0,0.08,0.92
7096812,0.08,0.16,0.76
7110082,0.0,0.12,0.88
7180576,0.04,0.28,0.68
7190760,0.08,0.28,0.64
7178295,0.12,0.4,0.48
7165287,0.02,0.2,0.78
7113464,0.02,0.0,0.98
7168542,0.06,0.36,0.58
7116366,0.22,0.36,0.42
7210370,0.1,0.38,0.52
7111503,0.0,0.02,0.98
7171005,0.02,0.18,0.8
7146803,0.0,0.0,1.0
7134470,0.2,0.42,0.38
7089679,0.0,0.04,0.96
7190748,0.02,0.3,0.68
7175774,0.04,0.24,0.72
7209451,0.04,0.3,0.66
7127644,0.36,0.46,0.18
7110002,0.08,0.36,0.56
7197480,0.0,0.02,0.98
7178275,0.08,0.46,0.46
7104738,0.14,0.5,0.36
7140332,0.02,0.2,0.78
7102742,0.2,0.32,0.48
7172510,0.0,0.12,0.88
7099863,0.08,0.58,0.34
7198333,0.08,0.36,0.56
7121390,0.0,0.22,0.78
7119179,0.0,0.0,1.0
7206743,0.02,0.24,0.74
7211153,0.04,0.18,0.78
7223339,0.04,0.22,0.74
7231847,0.06,0.32,0.62
7104092,0.0,0.0,1.0
7144358,0.04,0.12,0.84
7221788,0.0,0.0,1.0
7156138,0.0,0.0,1.0
7087715,0.04,0.06,0.9
7229617,0.08,0.44,0.48
7195020,0.12,0.38,0.5
7152018,0.06,0.24,0.7
7206146,0.32,0.28,0.4
7158998,0.12,0.28,0.6
7127186,0.1,0.34,0.56
7161645,0.0,0.12,0.88
7118678,0.0,0.0,1.0
7216750,0.08,0.54,0.38
7226377,0.22,0.42,0.36
7123519,0.0,0.28,0.72
7183528,0.04,0.1,0.86
7177622,0.14,0.34,0.52
7193056,0.16,0.48,0.36
7159643,0.0,0.26,0.74
7175947,0.08,0.26,0.66
7108686,0.02,0.18,0.8
7157712,0.28,0.44,0.28
7123905,0.0,0.2,0.8
7122986,0.14,0.26,0.6
7145497,0.02,0.04,0.94
7152187,0.0,0.12,0.88
7095077,0.0,0.0,1.0
7144737,0.0,0.02,0.98
7195313,0.06,0.36,0.58
7141154,0.14,0.22,0.64
7099606,0.12,0.34,0.54
7114252,0.0,0.08,0.92
7232999,0.24,0.42,0.34
7172413,0.14,0.58,0.28
7103463,0.02,0.34,0.64
7145197,0.06,0.26,0.68
7099538,0.12,0.4,0.48
7228324,0.0,0.06,0.94
7217438,0.0,0.0,1.0
7208442,0.0,0.12,0.88
7230789,0.0,0.04,0.96
7203070,0.0,0.0,1.0
7212587,0.0,0.04,0.96
7185186,0.06,0.2,0.74
7089006,0.0,0.22,0.78
7211416,0.02,0.3,0.68
7174497,0.0,0.0,1.0
